"position","const","created","modified","description","Title","Title type","Directors","RDLongoria rated","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"233","tt0462504","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Rescue Dawn","Feature Film","Werner Herzog","6","7.3","120","2006","adventure, biography, drama, war","84066","2006-09-09","http://www.imdb.com/title/tt0462504/"
"234","tt0270288","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Confessions of a Dangerous Mind","Feature Film","George Clooney","4","7.1","113","2002","biography, comedy, crime, drama, romance, thriller","71055","2002-12-31","http://www.imdb.com/title/tt0270288/"
"235","tt0427309","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","The Great Debaters","Feature Film","Denzel Washington","","7.6","126","2007","biography, drama","47298","2007-12-11","http://www.imdb.com/title/tt0427309/"
"236","tt0097937","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","My Left Foot","Feature Film","Jim Sheridan","7","7.9","103","1989","biography, drama","49506","1989-02-24","http://www.imdb.com/title/tt0097937/"
"237","tt0120679","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Frida","Feature Film","Julie Taymor","5","7.4","123","2002","biography, drama, romance","60953","2002-08-29","http://www.imdb.com/title/tt0120679/"
"238","tt1172570","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Bronson","Feature Film","Nicolas Winding Refn","4","7.1","92","2008","action, biography, crime, drama","82818","2008-10","http://www.imdb.com/title/tt1172570/"
"239","tt0248667","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Ali","Feature Film","Michael Mann","6","6.8","157","2001","biography, drama, sport","78105","2001-12-11","http://www.imdb.com/title/tt0248667/"
"240","tt1034303","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Defiance","Feature Film","Edward Zwick","6","7.2","137","2008","action, drama, history, thriller, war","115261","2008-12-31","http://www.imdb.com/title/tt1034303/"
"241","tt0914798","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","The Boy in the Striped Pajamas","Feature Film","Mark Herman","7","7.8","94","2008","drama, war","130114","2008-08-28","http://www.imdb.com/title/tt0914798/"
"242","tt1276419","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","A Royal Affair","Feature Film","Nikolaj Arcel","","7.6","137","2012","biography, drama, history, romance","32291","2012-02-16","http://www.imdb.com/title/tt1276419/"
"243","tt1020558","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Centurion","Feature Film","Neil Marshall","6","6.4","97","2010","action, adventure, drama, history, thriller, war","64228","2010-02-15","http://www.imdb.com/title/tt1020558/"
"244","tt0968264","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","The Conspirator","Feature Film","Robert Redford","4","7.0","122","2010","crime, drama, history","23507","2010-09-11","http://www.imdb.com/title/tt0968264/"
"245","tt0425637","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Red Cliff","Feature Film","John Woo","","7.4","146","2008","action, adventure, drama, history, war","36593","2008-06-30","http://www.imdb.com/title/tt0425637/"
"246","tt0864761","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","The Duchess","Feature Film","Saul Dibb","","6.9","110","2008","biography, drama, history, romance","61065","2008-09-03","http://www.imdb.com/title/tt0864761/"
"247","tt2103264","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Emperor","Feature Film","Peter Webber","","6.5","105","2012","drama, history","10319","2012-09-14","http://www.imdb.com/title/tt2103264/"
"248","tt2584038","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Alpha House: Pilot","TV Episode","Adam Bernstein","","7.1","25","2013","comedy, drama","960","2013-04-19","http://www.imdb.com/title/tt2584038/"
"249","tt1238834","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Wuthering Heights","Mini-Series","","","7.7","142","2009","drama, romance","5971","2009-01-18","http://www.imdb.com/title/tt1238834/"
"250","tt1278469","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Temple Grandin","TV Movie","Mick Jackson","7","8.4","107","2010","biography, drama","19520","2010-02-06","http://www.imdb.com/title/tt1278469/"
"251","tt2088923","Wed Feb 25 14:43:11 2015","Wed Feb 25 14:43:11 2015","","The Cloth","Feature Film","Justin Price","","2.6","88","2013","action, fantasy, horror","1649","2013-07-02","http://www.imdb.com/title/tt2088923/"
"252","tt1230215","Wed Feb 25 14:43:11 2015","Wed Feb 25 14:43:11 2015","","Not Fade Away","Feature Film","David Chase","4","6.0","112","2012","drama","3649","2012-10-06","http://www.imdb.com/title/tt1230215/"
"253","tt0379217","Wed Feb 25 14:43:11 2015","Wed Feb 25 14:43:11 2015","","Coffee and Cigarettes","Feature Film","Jim Jarmusch","","7.1","95","2003","comedy, drama, music","46063","2003-09-05","http://www.imdb.com/title/tt0379217/"
"254","tt1792647","Wed Feb 25 14:43:11 2015","Wed Feb 25 14:43:11 2015","","Cirque du Soleil: Worlds Away","Feature Film","Andrew Adamson","","6.8","91","2012","fantasy","7056","2012-10-20","http://www.imdb.com/title/tt1792647/"
"255","tt1272886","Wed Feb 25 14:43:11 2015","Wed Feb 25 14:43:11 2015","","Small Apartments","Feature Film","Jonas Åkerlund","","6.1","96","2012","comedy, crime, drama","5668","2012-03-10","http://www.imdb.com/title/tt1272886/"
"256","tt2231554","Wed Feb 25 14:43:11 2015","Wed Feb 25 14:43:11 2015","","Grave Encounters 2","Feature Film","John Poliquin","","5.1","95","2012","horror","16827","2012-10-02","http://www.imdb.com/title/tt2231554/"
"257","tt1107319","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Dirty Girl","Feature Film","Abe Sylvia","6","6.5","90","2010","comedy, drama","8918","2010-09-12","http://www.imdb.com/title/tt1107319/"
"258","tt2115295","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Ginger & Rosa","Feature Film","Sally Potter","","6.3","90","2012","drama","7692","2012-08-31","http://www.imdb.com/title/tt2115295/"
"259","tt2306745","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Sound City","Documentary","David Grohl","","7.8","107","2013","documentary, music","9869","2013-01-18","http://www.imdb.com/title/tt2306745/"
"260","tt0377062","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Flight of the Phoenix","Feature Film","John Moore","5","6.1","113","2004","action, adventure, drama, thriller","45561","2004-12-17","http://www.imdb.com/title/tt0377062/"
"261","tt1986953","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Storage 24","Feature Film","Johannes Roberts","","4.4","87","2012","horror, sci_fi","5492","2012-06-29","http://www.imdb.com/title/tt1986953/"
"262","tt0314676","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","The Singing Detective","Feature Film","Keith Gordon","","5.6","109","2003","comedy, crime, musical, mystery","7071","2003-01-17","http://www.imdb.com/title/tt0314676/"
"263","tt0083530","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Airplane II: The Sequel","Feature Film","Ken Finkleman","","6.1","85","1982","comedy, sci_fi","36725","1982-12-10","http://www.imdb.com/title/tt0083530/"
"264","tt0096933","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Black Rain","Feature Film","Ridley Scott","5","6.6","125","1989","action, crime, thriller","38936","1989-09-22","http://www.imdb.com/title/tt0096933/"
"265","tt0243585","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Stuart Little 2","Feature Film","Rob Minkoff","","5.4","77","2002","animation, adventure, comedy, family, fantasy","35859","2002-07-14","http://www.imdb.com/title/tt0243585/"
"266","tt1640459","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Hobo with a Shotgun","Feature Film","Jason Eisener","1","6.1","86","2011","action, comedy, thriller","37243","2011-01-21","http://www.imdb.com/title/tt1640459/"
"267","tt1711018","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Vile","Feature Film","Taylor Sheridan","","5.0","90","2011","horror","4232","2011-08-26","http://www.imdb.com/title/tt1711018/"
"268","tt1334553","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","The Perfect Host","Feature Film","Nick Tomnay","7","6.8","93","2010","comedy, crime, thriller","19944","2010-01","http://www.imdb.com/title/tt1334553/"
"269","tt0184791","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","O","Feature Film","Tim Blake Nelson","","6.2","95","2001","drama, romance, thriller","17257","2001-05-26","http://www.imdb.com/title/tt0184791/"
"270","tt0257516","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Cursed","Feature Film","Wes Craven","","5.0","97","2005","comedy, horror","25926","2005-02-25","http://www.imdb.com/title/tt0257516/"
"271","tt1507563","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Dark Tide","Feature Film","John Stockwell","","4.3","114","2012","adventure, drama, thriller","6510","2012-03-08","http://www.imdb.com/title/tt1507563/"
"272","tt1691920","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","I Melt with You","Feature Film","Mark Pellington","","6.0","122","2011","drama","4981","2011-01-26","http://www.imdb.com/title/tt1691920/"
"273","tt1331307","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Dread","Feature Film","Anthony DiBlasi","","5.7","108","2009","drama, horror, thriller","10161","2009-07-14","http://www.imdb.com/title/tt1331307/"
"274","tt1147684","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Forget Me Not","Feature Film","Tyler Oliver","","5.2","103","2009","horror, romance, thriller","4826","2009-08-24","http://www.imdb.com/title/tt1147684/"
"275","tt0457572","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Fido","Feature Film","Andrew Currie","","6.8","93","2006","comedy, drama, horror, sci_fi","24912","2006-09-07","http://www.imdb.com/title/tt0457572/"
"276","tt0443527","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","The Hamiltons","Feature Film","The Butcher Brothers, The Butcher Brothers","","5.2","86","2006","drama, horror, thriller","7425","2006-11-19","http://www.imdb.com/title/tt0443527/"
"277","tt0109254","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Beverly Hills Cop III","Feature Film","John Landis","","5.5","104","1994","action, comedy, crime, thriller","59634","1994-05-25","http://www.imdb.com/title/tt0109254/"
"278","tt0110598","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Muriel's Wedding","Feature Film","P.J. Hogan","","7.2","106","1994","comedy, drama, romance","27714","1994-09-15","http://www.imdb.com/title/tt0110598/"
"279","tt0812352","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Nine Miles Down","Feature Film","Anthony Waller","","5.5","86","2009","horror, mystery, thriller","2621","2009-10-31","http://www.imdb.com/title/tt0812352/"
"280","tt1629705","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Blackthorn","Feature Film","Mateo Gil","","6.6","102","2011","action, adventure, western","7307","2011-04-01","http://www.imdb.com/title/tt1629705/"
"281","tt1134854","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Survival of the Dead","Feature Film","George A. Romero","","5.0","90","2009","horror","17366","2009-09-09","http://www.imdb.com/title/tt1134854/"
"282","tt0084237","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","The Last Unicorn","Feature Film","Jules Bass, Arthur Rankin Jr.","","7.5","92","1982","family, animation, fantasy","18877","1982-11-19","http://www.imdb.com/title/tt0084237/"
"283","tt0099703","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","The Grifters","Feature Film","Stephen Frears","7","7.0","110","1990","crime, drama, thriller","20676","1990-09-14","http://www.imdb.com/title/tt0099703/"
"284","tt0100258","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Night of the Living Dead","Feature Film","Tom Savini","","6.9","92","1990","horror","30477","1990-10-19","http://www.imdb.com/title/tt0100258/"
"285","tt0129332","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Ravenous","Feature Film","Antonia Bird","8","7.1","101","1999","fantasy, horror, thriller","29757","1999-03-16","http://www.imdb.com/title/tt0129332/"
"286","tt0846308","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Kit Kittredge: An American Girl","Feature Film","Patricia Rozema","","6.7","101","2008","drama, family","4669","2008-06-20","http://www.imdb.com/title/tt0846308/"
"287","tt1071804","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Ink","Feature Film","Jamin Winans","","7.0","107","2009","action, fantasy","18359","2009-01-23","http://www.imdb.com/title/tt1071804/"
"288","tt0119080","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Eve's Bayou","Feature Film","Kasi Lemmons","","7.3","109","1997","drama","6862","1997-09-07","http://www.imdb.com/title/tt0119080/"
"289","tt0123987","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Madeline","Feature Film","Daisy Von Scherler Mayer","","5.9","88","1998","comedy, family","5081","1998-07-10","http://www.imdb.com/title/tt0123987/"
"290","tt1390535","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","The Final","Feature Film","Joey Stewart","","5.4","93","2010","drama, horror, thriller","8709","2010-01-29","http://www.imdb.com/title/tt1390535/"
"291","tt1518812","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Meek's Cutoff","Feature Film","Kelly Reichardt","5","6.5","104","2010","drama, western","8068","2010-09-05","http://www.imdb.com/title/tt1518812/"
"292","tt1106860","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Ca$h","Feature Film","Stephen Milburn Anderson","","6.0","108","2010","comedy, crime, thriller","7595","2010-03-01","http://www.imdb.com/title/tt1106860/"
"293","tt0463027","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Descent","Feature Film","Talia Lugacy","","4.8","104","2007","drama, thriller","2541","2007-04-26","http://www.imdb.com/title/tt0463027/"
"294","tt0189998","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Shadow of the Vampire","Feature Film","E. Elias Merhige","","6.9","92","2000","drama, horror","34008","2000-05-15","http://www.imdb.com/title/tt0189998/"
"295","tt0076141","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","High Anxiety","Feature Film","Mel Brooks","","6.7","94","1977","comedy","14915","1977-12-25","http://www.imdb.com/title/tt0076141/"
"296","tt0089370","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","The Jewel of the Nile","Feature Film","Lewis Teague","4","6.1","106","1985","action, adventure, comedy, romance","39181","1985-12-04","http://www.imdb.com/title/tt0089370/"
"297","tt0115986","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","The Crow: City of Angels","Feature Film","Tim Pope","","4.5","84","1996","action, fantasy, thriller, crime","15609","1996-08-30","http://www.imdb.com/title/tt0115986/"
"298","tt0116329","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Fly Away Home","Feature Film","Carroll Ballard","6","6.8","107","1996","adventure, drama, family","19573","1996-09-05","http://www.imdb.com/title/tt0116329/"
"299","tt0357507","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Boogeyman","Feature Film","Stephen Kay","","4.1","89","2005","drama, horror, mystery, thriller","25772","2005-02-04","http://www.imdb.com/title/tt0357507/"
"300","tt0458364","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","The Ex","Feature Film","Jesse Peretz","","5.5","89","2006","comedy, romance","15080","2006-12-15","http://www.imdb.com/title/tt0458364/"
"301","tt0236640","Wed Feb 25 14:43:12 2015","Wed Feb 25 14:43:12 2015","","Prozac Nation","Feature Film","Erik Skjoldbjærg","","6.3","95","2001","drama","14339","2001-09-08","http://www.imdb.com/title/tt0236640/"
"302","tt0308152","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Dead End","Feature Film","Jean-Baptiste Andrea, Fabrice Canepa","","6.7","85","2003","horror, mystery, thriller, comedy","19454","2003-01-30","http://www.imdb.com/title/tt0308152/"
"303","tt0083190","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Thief","Feature Film","Michael Mann","7","7.4","122","1981","action, crime, drama, thriller","15611","1981-03-27","http://www.imdb.com/title/tt0083190/"
"304","tt0068638","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","The Getaway","Feature Film","Sam Peckinpah","7","7.5","122","1972","action, crime, thriller","20746","1972-12-13","http://www.imdb.com/title/tt0068638/"
"305","tt0283632","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","They","Feature Film","Robert Harmon","","4.8","89","2002","horror, mystery, thriller","10833","2002-11-01","http://www.imdb.com/title/tt0283632/"
"306","tt0124179","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Two Girls and a Guy","Feature Film","James Toback","","5.6","84","1997","comedy, drama","5897","1997-09-09","http://www.imdb.com/title/tt0124179/"
"307","tt0119670","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","The Mighty","Feature Film","Peter Chelsom","","7.3","100","1998","comedy, drama","10444","1998-05","http://www.imdb.com/title/tt0119670/"
"308","tt0208874","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","The Contender","Feature Film","Rod Lurie","","7.0","126","2000","drama, thriller","20371","2000-09-10","http://www.imdb.com/title/tt0208874/"
"309","tt0081071","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","The Long Riders","Feature Film","Walter Hill","","7.1","100","1980","western","7232","1980-05-16","http://www.imdb.com/title/tt0081071/"
"310","tt0231448","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Deuces Wild","Feature Film","Scott Kalvert","","5.6","96","2002","action, crime, drama","6160","2002-05-03","http://www.imdb.com/title/tt0231448/"
"311","tt0343996","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","The Lost City","Feature Film","Andy Garcia","","6.7","144","2005","drama, romance","8344","2005-09-03","http://www.imdb.com/title/tt0343996/"
"312","tt2366450","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Stories We Tell","Documentary","Sarah Polley","","7.6","108","2012","documentary","9125","2012-08-29","http://www.imdb.com/title/tt2366450/"
"313","tt0070294","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","The Legend of Hell House","Feature Film","John Hough","","6.9","95","1973","horror","8910","1973-06-15","http://www.imdb.com/title/tt0070294/"
"314","tt0091080","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Jason Lives: Friday the 13th Part VI","Feature Film","Tom McLoughlin","","5.9","86","1986","horror, thriller","24941","1986-08-01","http://www.imdb.com/title/tt0091080/"
"315","tt0097125","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Criminal Law","Feature Film","Martin Campbell","","5.8","117","1988","crime, thriller","2563","1988-09-15","http://www.imdb.com/title/tt0097125/"
"316","tt0119891","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Phantoms","Feature Film","Joe Chappelle","","5.4","96","1998","horror, sci_fi, thriller","16243","1998-01-23","http://www.imdb.com/title/tt0119891/"
"317","tt0413015","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Mrs Henderson Presents","Feature Film","Stephen Frears","","7.1","103","2005","comedy, drama, music, war","13455","2005-09-09","http://www.imdb.com/title/tt0413015/"
"318","tt0360130","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Undertow","Feature Film","David Gordon Green","","6.7","108","2004","drama, thriller","7243","2004-09-07","http://www.imdb.com/title/tt0360130/"
"319","tt0107507","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Manhattan Murder Mystery","Feature Film","Woody Allen","","7.4","104","1993","comedy, mystery","28157","1993-08-18","http://www.imdb.com/title/tt0107507/"
"320","tt0087386","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Harry & Son","Feature Film","Paul Newman","5","5.8","120","1984","drama","1515","1984-03-02","http://www.imdb.com/title/tt0087386/"
"321","tt0097388","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Friday the 13th Part VIII: Jason Takes Manhattan","Feature Film","Rob Hedden","","4.5","100","1989","horror","22618","1989-07-28","http://www.imdb.com/title/tt0097388/"
"322","tt0113451","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Jade","Feature Film","William Friedkin","","5.1","95","1995","crime, drama, thriller","9120","1995-09","http://www.imdb.com/title/tt0113451/"
"323","tt0358349","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Agent Cody Banks 2: Destination London","Feature Film","Kevin Allen","","4.5","100","2004","action, adventure, comedy, family, romance, sci_fi","10957","2004-03-12","http://www.imdb.com/title/tt0358349/"
"324","tt0372884","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Eating Out","Feature Film","Q. Allan Brocka","","6.0","90","2004","comedy, drama, romance","4959","2004-02-14","http://www.imdb.com/title/tt0372884/"
"325","tt0952682","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Shotgun Stories","Feature Film","Jeff Nichols","","7.3","92","2007","drama, thriller","6986","2007-02-14","http://www.imdb.com/title/tt0952682/"
"326","tt0252480","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","The Grey Zone","Feature Film","Tim Blake Nelson","5","7.1","108","2001","drama, history, war","8565","2001-09-13","http://www.imdb.com/title/tt0252480/"
"327","tt0075612","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","3 Women","Feature Film","Robert Altman","","7.9","124","1977","drama, mystery, thriller","9178","1977-04-03","http://www.imdb.com/title/tt0075612/"
"328","tt0337579","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Barbershop 2: Back in Business","Feature Film","Kevin Rodney Sullivan","","5.7","106","2004","comedy, drama","9681","2004-01-20","http://www.imdb.com/title/tt0337579/"
"329","tt0453533","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Unrest","Feature Film","Jason Todd Ipson","","5.0","88","2006","horror, thriller","6844","2006-09-07","http://www.imdb.com/title/tt0453533/"
"330","tt0210382","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","The Weight of Water","Feature Film","Kathryn Bigelow","","6.0","113","2000","crime, drama, mystery, thriller","7611","2000-09-09","http://www.imdb.com/title/tt0210382/"
"331","tt0079668","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","The Onion Field","Feature Film","Harold Becker","6","6.9","122","1979","crime, drama","3492","1979-09-07","http://www.imdb.com/title/tt0079668/"
"332","tt0475417","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Unearthed","Feature Film","Matthew Leutwyler","","4.0","93","2007","horror, mystery, sci_fi, thriller","3158","2007-04-27","http://www.imdb.com/title/tt0475417/"
"333","tt0073092","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Hard Times","Feature Film","Walter Hill","7","7.4","93","1975","crime, drama, sport","6579","1975-09-04","http://www.imdb.com/title/tt0073092/"
"334","tt0094118","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Teen Wolf Too","Feature Film","Christopher Leitch","","3.1","95","1987","comedy, fantasy","8407","1987-11-20","http://www.imdb.com/title/tt0094118/"
"335","tt0107745","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Once Upon a Forest","Feature Film","Charles Grosvenor","","6.5","71","1993","animation, adventure, drama, family","3774","1993-06-18","http://www.imdb.com/title/tt0107745/"
"336","tt0116240","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","The Evening Star","Feature Film","Robert Harling","","5.8","129","1996","comedy, drama","3368","1996-12-05","http://www.imdb.com/title/tt0116240/"
"337","tt0095488","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","The Lair of the White Worm","Feature Film","Ken Russell","","5.8","93","1988","comedy, horror","7226","1988-09-14","http://www.imdb.com/title/tt0095488/"
"338","tt0159730","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","The Sex Monster","Feature Film","Mike Binder","","5.3","97","1999","comedy","2212","1999-05-15","http://www.imdb.com/title/tt0159730/"
"339","tt0156729","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Last Night","Feature Film","Don McKellar","","7.3","95","1998","comedy, drama, romance","8158","1998-05","http://www.imdb.com/title/tt0156729/"
"340","tt0110365","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Little Odessa","Feature Film","James Gray","","6.8","98","1994","crime, drama","5550","1994-08-29","http://www.imdb.com/title/tt0110365/"
"341","tt0076535","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","The People That Time Forgot","Feature Film","Kevin Connor","","5.3","90","1977","adventure, fantasy","2019","1977-07-06","http://www.imdb.com/title/tt0076535/"
"342","tt0120402","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Ulee's Gold","Feature Film","Victor Nunez","","7.1","113","1997","drama","5681","1997-01-22","http://www.imdb.com/title/tt0120402/"
"343","tt0104567","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Johnny Suede","Feature Film","Tom DiCillo","","5.8","97","1991","comedy, music, romance","2992","1991-08","http://www.imdb.com/title/tt0104567/"
"344","tt0089274","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","The Hills Have Eyes Part II","Feature Film","Wes Craven","","3.7","86","1984","horror, thriller","4076","1984-06","http://www.imdb.com/title/tt0089274/"
"345","tt0173716","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Cecil B. DeMented","Feature Film","John Waters","","6.2","87","2000","comedy, crime, thriller","11331","2000-05-17","http://www.imdb.com/title/tt0173716/"
"346","tt0189584","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","The Big Kahuna","Feature Film","John Swanbeck","","6.7","90","1999","drama, comedy","11995","1999-09-16","http://www.imdb.com/title/tt0189584/"
"347","tt0317640","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","The Hebrew Hammer","Feature Film","Jonathan Kesselman","","6.2","85","2003","comedy","4165","2003-01-23","http://www.imdb.com/title/tt0317640/"
"348","tt0109575","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","Death Machine","Feature Film","Stephen Norrington","","5.7","99","1994","action, horror, sci_fi, thriller","2744","1994-11","http://www.imdb.com/title/tt0109575/"
"349","tt0084509","Wed Feb 25 14:43:13 2015","Wed Feb 25 14:43:13 2015","","The Plague Dogs","Feature Film","Martin Rosen","","7.9","103","1982","animation, adventure, drama","4459","1982-10-21","http://www.imdb.com/title/tt0084509/"
"350","tt0305396","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","The Crocodile Hunter: Collision Course","Feature Film","John Stainton","","5.4","90","2002","action, adventure, comedy, family","5641","2002-07-12","http://www.imdb.com/title/tt0305396/"
